0.0101 1.4823326157128162e-09 229998328971185.72 2.2407886068400408e+33
0.0201 7.353059495685944e-09 229996222696258.94 2.2407314579619666e+33
0.0301 2.051829934333328e-08 229993592719145.06 2.240660099641405e+33
0.0401 4.3884040618880564e-08 229990416610344.84 2.2405739233059874e+33
0.0501 8.035609884798084e-08 229986685367095.7 2.2404726846866604e+33
0.0601 1.3284007373467224e-07 229982394497013.97 2.2403562618930306e+33
0.0701 2.0424130619434984e-07 229977541451998.06 2.240224585788276e+33
0.0801 2.974648353490394e-07 229972124661858.22 2.240077613768947e+33
0.0901 4.1541535550473273e-07 229966143103605.6 2.2399153180786156e+33
0.1001 5.609971731216476e-07 229959596085658.22 2.239737679952812e+33
0.1101 7.371141637841621e-07 229952483129953.88 2.2395446864204287e+33
0.1201 9.466697291750514e-07 229944803903098.84 2.2393363284356012e+33
0.1301 1.1925667540574709e-06 229936558173955.94 2.2391125997269576e+33
0.1401 1.4777075632674192e-06 229927745786356.8 2.2388734960572344e+33
0.1501 1.8049938787189735e-06 229918366640897.4 2.238619014729333e+33
0.1601 2.1773267764243013e-06 229908420682414.1 2.2383491542465148e+33
0.1701 2.597606643530254e-06 229897907891138.0 2.2380639140723992e+33
0.1801 3.0687331353732184e-06 229886828276303.1 2.2377632944575278e+33
0.1901 3.593605132553789e-06 229875181871433.5 2.2374472963114995e+33
0.2001 4.175120698032778e-06 229862968730806.84 2.2371159211070126e+33
0.2101 4.816177034250001e-06 229850188926758.2 2.23676917080671e+33
0.2201 5.519670440267249e-06 229836842547594.94 2.236407047806609e+33
0.2301 6.288496268936827e-06 229822929695963.97 2.2360295548917927e+33
0.2401 7.125548884097011e-06 229808450487557.47 2.2356366952013013e+33
0.2501 8.033721617795752e-06 229793405050076.72 2.235228472200012e+33
0.2601 9.015906727543945e-06 229777793522393.84 2.234804889655898e+33
0.2701 1.007499535359957e-05 229761616053867.97 2.2343659516214707e+33
0.2801 1.1213877476284e-05 229744872803782.12 2.2339116624185064e+33
0.2901 1.2435441873331736e-05 229727563940876.6 2.2334420266253796e+33
0.3001 1.374257607727488e-05 229709689642958.66 2.23295704906648e+33
0.3101 1.5138166332863586e-05 229691250096574.75 2.2324567348033097e+33
0.3201 1.6625097554523752e-05 229672245496732.34 2.2319410891269446e+33
0.3301 1.8206253283853236e-05 229652676046663.38 2.2314101175516108e+33
0.3401 1.9884515647157814e-05 229632541957621.28 2.23086382580918e+33
0.3501 2.166276531302813e-05 229611843448706.12 2.2303022198444242e+33
0.3601 2.354388144995891e-05 229590580746713.12 2.229725305810903e+33
0.3701 2.5530741684011646e-05 229568754086000.4 2.2291330900673818e+33
0.3801 2.7626222056522e-05 229546363708373.56 2.228525579174692e+33
0.3901 2.9833196981853152e-05 229523409862983.62 2.2279027798929698e+33
0.4001 3.215453920519633e-05 229499892806237.28 2.227264699179214e+33
0.4101 3.4593119760419706e-05 229475812801716.62 2.2266113441851127e+33
0.4201 3.7151807927966964e-05 229451170120107.78 2.225942722255106e+33
0.4301 3.983347119280667e-05 229425965039136.84 2.2252588409246453e+33
0.4401 4.264097520243367e-05 229400197843511.9 2.2245597079186242e+33
0.4501 4.5577183724923805e-05 229373868824870.88 2.2238453311499596e+33
0.4601 4.8644958607043066e-05 229346978281733.75 2.223115718718298e+33
0.4701 5.1847159732412376e-05 229319526519459.06 2.222370878908835e+33
0.4801 5.5186644979729344e-05 229291513850204.06 2.2216108201912312e+33
0.4901 5.866627018104801e-05 229262940592887.7 2.2208355512186123e+33
0.5001 6.228888908011791e-05 229233807073156.6 2.220045080826643e+33
0.5101 6.605735329078354e-05 229204113623353.25 2.2192394180326664e+33
0.5201 6.997451225544557e-05 229173860582486.5 2.2184185720348974e+33
0.5301 7.404321320358476e-05 229143048296203.5 2.2175825522116697e+33
0.5401 7.826630111035002e-05 229111677116763.6 2.2167313681207237e+33
0.5501 8.264661865521162e-05 229079747403013.66 2.215865029498534e+33
0.5601 8.718700618068074e-05 229047259520364.28 2.2149835462596696e+33
0.5701 9.189030165109659e-05 229014213840767.6 2.214086928496187e+33
0.5801 9.675934061148228e-05 228980610742695.66 2.2131751864770466e+33
0.5901 0.00010179695614647056 228946450611119.84 2.2122483306475533e+33
0.6001 0.00010700597883930049 228911733837491.12 2.2113063716288187e+33
0.6101 0.00011238923673088653 228876460819720.72 2.21034932021724e+33
0.6201 0.00011794955527896081 228840631962161.56 2.2093771873839957e+33
0.6301 0.00012368975731728998 228804247675590.34 2.208389984274556e+33
0.6401 0.00012961266301496767 228767308377189.66 2.2073877222082027e+33
0.6501 0.00013572108983578388 228729814490531.0 2.2063704126775636e+33
0.6601 0.00014201785249767215 228691766445557.75 2.2053380673481545e+33
0.6701 0.00014850576293223594 228653164678568.7 2.2042906980579286e+33
0.6801 0.00015518763024435512 228614009632201.62 2.2032283168168356e+33
0.6901 0.00016206626067187394 228574301755417.38 2.202150935806384e+33
0.7001 0.0001691444575453713 228534041503483.84 2.2010585673792118e+33
0.7101 0.0001764250212480148 228493229337960.4 2.199951224058659e+33
0.7201 0.0001839107491754993 228451865726682.16 2.198828918538346e+33
0.7301 0.0001916044356960715 228409951143744.62 2.1976916636817532e+33
0.7401 0.0001995088721106414 228367486069488.38 2.196539472521806e+33
0.7501 0.00020762684661298152 228324470990483.7 2.1953723582604586e+33
0.7601 0.00021596114425001585 228280906399515.38 2.1941903342682823e+33
0.7701 0.00022451454688219847 228236792795567.53 2.1929934140840528e+33
0.7801 0.00023328983314398376 228192130683808.56 2.19178161141434e+33
0.7901 0.00024228977840438898 228146920575575.84 2.190554940133097e+33
0.8001 0.0002515171547276505 228101162988360.78 2.18931341428125e+33
0.8101 0.00026097473083397426 228054858445793.5 2.1880570480662875e+33
0.8201 0.0002706652720603824 228008007477627.84 2.1867858558618497e+33
0.8301 0.0002805915403216561 227960610619726.22 2.1854998522073164e+33
0.8401 0.0002907562940713765 227912668414044.16 2.184199051807395e+33
0.8501 0.0003011622882630645 227864181408615.44 2.1828834695317067e+33
0.8601 0.00031181227431142044 227815150157536.44 2.1815531204143712e+33
0.8701 0.00032270900005366455 227765575220951.03 2.180208019653591e+33
0.8801 0.0003338552097109798 227715457165035.06 2.1788481826112335e+33
0.8901 0.0003452536438500574 227664796561980.97 2.1774736248124104e+33
0.9001 0.0003569070393447469 227613593989982.16 2.1760843619450575e+33
0.9101 0.00036881812933781073 227561850033217.47 2.1746804098595102e+33
0.9201 0.00038098964320278545 227509565281835.44 2.1732617845680788e+33
0.9301 0.0003934243065059503 227456740331938.56 2.1718285022446203e+33
